0	In             	O               	[NA]                	[0]
25	,              	O               	[NA]                	[25]
26	but            	O               	[NA]                	[26]
27	remained       	O               	[NA]                	[27]
28	closed         	O               	[NA]                	[28]
29	for            	O               	[NA]                	[29]
30	renovations    	O               	[NA]                	[30]
31	in             	O               	[NA]                	[31]
32	2000           	O               	[NA]                	[32]
33	.              	O               	[NA]                	[33]


0	From           	O               	[NA]                	[0]
1	the            	O               	[NA]                	[1]
2	19th           	O               	[NA]                	[2]
3	and            	O               	[NA]                	[3]
4	20th           	O               	[NA]                	[4]
5	centuries      	O               	[NA]                	[5]
6	there          	O               	[NA]                	[6]
7	are            	O               	[NA]                	[7]
8	examples       	O               	[NA]                	[8]
9	of             	O               	[NA]                	[9]
10	trends         	O               	[NA]                	[10]
11	such           	O               	[NA]                	[11]
12	as             	O               	[NA]                	[12]
13	the            	O               	[NA]                	[13]
14	Paris          	O               	[NA]                	[14]
15	school         	O               	[NA]                	[15]
16	,              	O               	[NA]                	[16]
17	German         	O               	[NA]                	[17]
18	expressionism  	O               	[NA]                	[18]
19	,              	O               	[NA]                	[19]
20	Russian        	O               	[NA]                	[20]
21	avant-garde    	O               	[NA]                	[21]
22	,              	O               	[NA]                	[22]
23	and            	O               	[NA]                	[23]
24	American       	O               	[NA]                	[24]
25	abstract       	O               	[NA]                	[25]
26	painting       	O               	[NA]                	[26]
27	.              	O               	[NA]                	[27]


0	In             	O               	[NA]                	[0]
1	summer         	O               	[NA]                	[1]
2	,              	O               	[NA]                	[2]
3	kids           	B-SPATIAL_ENTITY	[mover]             	[9]
4	and            	O               	[NA]                	[4]
5	lovers         	B-SPATIAL_ENTITY	[mover]             	[9]
6	rent           	O               	[NA]                	[6]
7	rowboats       	B-MOTION_SIGNAL 	[NA]                	[7]
8	and            	O               	[NA]                	[8]
9	paddle         	B-MOTION        	[NA]                	[9]
10	about          	B-MOTION_SIGNAL 	[NA]                	[10]
11	the            	O               	[NA]                	[11]
12	small          	O               	[NA]                	[12]
13	lake           	B-PLACE         	[trajector]         	[14]
14	in             	B-SPATIAL_SIGNAL	[NA]                	[14]
15	the            	O               	[NA]                	[15]
16	center         	B-PLACE         	[landmark, locatedIn]	[14, 19]
17	of             	O               	[NA]                	[17]
18	the            	O               	[NA]                	[18]
19	park           	B-PLACE         	[NA]                	[19]
20	.              	O               	[NA]                	[20]


0	Asymmetrical   	O               	[NA]                	[0]
1	compositions   	O               	[NA]                	[1]
2	and            	O               	[NA]                	[2]
3	a              	O               	[NA]                	[3]
4	mystical       	O               	[NA]                	[4]
5	mood           	O               	[NA]                	[5]
6	of             	O               	[NA]                	[6]
7	ecstasy        	O               	[NA]                	[7]
8	typify         	O               	[NA]                	[8]
9	his            	O               	[NA]                	[9]
10	work           	O               	[NA]                	[10]
11	.              	O               	[NA]                	[11]


0	Until          	O               	[NA]                	[0]
1	a              	O               	[NA]                	[1]
2	little         	O               	[NA]                	[2]
3	more           	O               	[NA]                	[3]
4	than           	O               	[NA]                	[4]
5	a              	O               	[NA]                	[5]
6	century        	O               	[NA]                	[6]
